text,sentiment
Thời gian giao hàng rất nhanh Rất đáng tiền Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,positive
Giống hình Chất lượng sản phẩm tuyệt vời Rất đáng tiền Shop phục vụ rất tốt,positive
Chất lượng sản phẩm rất kém.mk khuyen cac b k nen mua.o ngoai nhin áo to va len thi xù.tiền mất tật mang.mua ve mất công k dùng được,negative
Làm theo hướng dẫn Ok,neutral
Sp tương đối ok so với giá cả,positive
Minh nhận đc hang quần ko ok bi rách,neutral
Chat đẹp và sp như hình,positive
Cũng tạm đc,neutral
Quần form chuẩn,neutral
Mua hoá đơn ít còn đc tặng quà nữa !,positive
"Áo đẹp vải mịn lắm có cái là dáng tuii hơi nhỏ nên mặc hơi rộng , 🖤",positive
Chất lượng sản phẩm tuyệt vời danh xứng với thực 😘😘😘,positive
Loại này ngoài chợ 100k 3 cái,neutral
Kích thươc chuẩn chỉ có 42 thôi ko phải là 44,neutral
Rất đáng tiền Thời gian giao hàng rất nhanh,positive
Lỗi ở bên shop thì shop nên chủ động mang màu đúng qua đổi cho khách,negative
Giao hàng nhanh,neutral
Áo đẹp nhưng hơi dính bụi ạ,positive
"Hàng đẹp, mà freesize chứ m cao 1m55, nặng 48kg mặc hơi rộng",positive
Giao hàng chậm,negative
Sp làm cứng lên thì ok,negative
Xin cảm ơn,positive
"Áo đẹp, mọi người yên tâm mua hàng",positive
Chất lượng sản phẩm tuyệt vời vai rat dep,positive
Chạy phập phù hút sặc nước lại hút lại từ đầu,negative
"Váy đẹp, tuy nhiên các bạn nên mua nhỏ hơn 1 size vì nếu mua đúng size sẽ bị rộng",positive
Áo mát vải mềm dễ chịu Rất đáng tiền,positive
Thời gian giao hàng rất nhanh,positive
Áo đẹp và rất ok luôn cho shop 5⭐️,positive
Cũng gọi là ok,neutral
Đep quá xuất sắc,positive
Đóng gói sản phẩm kém Shop phục vụ tạm được,positive
K đág tiền,negative
Tuyet voi,positive
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,positive
Order hình 5 shop gửi hàng hình 3,neutral
Bơm hết cỡ vẫn ấn được 1 chút,positive
Tệ quá tệ,negative
Shop gấp váy cho vào túi chú ý 1 chút vì váy của mình bị gập gãy nếp,neutral
Chất vải cũng ổn,neutral
Không có chữ,negative
Áo rất xinhh,positive
Điểm trừ là mùi áo lúc đầu hơi khó chịu,neutral
Màu vàng lại thành nâu,neutral
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền,positive
"Vải đẹp, mà phần phủ trước hơi ngắn",positive
Nhưng chất vải mặc nóng,neutral
"Tuyệt, siêu sexy",positive
Chủ shop nhiệt tình,positive
Không phải váy xẻ tà ạ,neutral
"Vải ok nhưng tư vấn 1 đường lây szie 1 nẻo , tóm lại mua 3 cái k mặc vừa cái nào , đem cho anh trai mặc luôn",negative
Mặc rất thoải mái thoáng mát,positive
Váy đẹp lắm shop ơi,positive
"Shop phục vụ rất tốt,chất lượng sản phẩm tốt",positive
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt,positive
Shop phục vụ rất tốt,positive
Ngày tháng voucher chuẩn,neutral
"Dây nuột nà, mềm mại lắm AE ạ",positive
Sản phẩm rất đáng tiền.Nhà mình bây giờ ngày nào cũng dc lau sạch bóng thay vì trước đây 1 tuần lau có 1 lần,positive
"Váy có 2 lớp khá mỏng, được may xếp li khá ổn",neutral
Trong tầm giá là quá tuyệt,neutral
Chỉ hơi rộng so với mình,neutral
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn vừa ý hàng đẹp hơn hình,positive
Bao bọc rất cẩn thận,positive
"Thực sự rất hài lòng, shop cực kỳ uy tín và biết cách chăm sóc khách hàng",positive
"Áo kh giống hình.. chị chủ nch lúc đầu thì vui vẻ, đề nghị hoàn lại tiền cho mình nhưng đến giờ vẫn k thấy đâu",negative
"Vải mát, form ok",positive
Ko nghĩ lại nhận đc hàng quá vừa y như vay sợ voi gia tiền,positive
Giá rẻ,neutral
Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời,positive
Chất kém Rất không đáng tiền,negative
Thời gian giao hàng nhanh Đóng gói sản phẩm tạm được,neutral
Giá hợp lý,positive
Mua lần t2 r và hài lòng lắm 😊,positive
"Chất lượng sản phẩm kém, box siêu nát, không được đẹp như trong hình và khá chật so với size",negative
Shop bọc hàng rất cẩn thận,positive
Chất lượng sản phẩm tuyệt vời,positive
Dây dài mà vòng tay tui lại nhỏ,neutral
Chất lượng sản phẩm tạm được Thời gian giao hàng nhanh😀😀,positive
Đẹp,neutral
Gói hàng kĩ càng,neutral
Vẫn cho 5* vì chất lượng,positive
Hàng giống hình,neutral
Vừa ý,neutral
Hàng nói chung ok tiền nào của nấy nhưng shop cần chú ý hơn là chỉ thừa nhiều lắm với lại đường may lộn xộn nhưng mik thấy ok sau này sẽ ủng hộ shop nữa,neutral
Mà shop giao nhầm cho mình rồi nha mình dặt hai cái trái tim mà shop giao hình mặt cười,negative
Áo sơ mi màu cam đât vải đẹp mặc mát,positive
Đặt một mẫu đã nhắn tin gửi ảnh cho shop cũng như chọn đúng màu vậy mà shop vẫn giao nhầm bộ khác,neutral
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Shop phục vụ rất tốt,positive
Chất lượng sản phẩm tuyệt vời,positive
Shop cần ktra trước khi đóng gói cho khách,neutral
Khui hàng thì thấy hộp bể thế này,negative
Không phải lỗi shop hay áo :>,neutral
Tại nghĩ giá thành rẽ v,neutral
Chất bai nhão,neutral
Dinh mua thu 1 cai xem sao roi mua thêm vai mau nua vi minh cung thích vai len,positive
e ưng lắm. nhìn cute lớp 1e luôn ấy. sẽ ủng hộ shop tiếp ạ. 😘,positive
Thời gian giao hàng rất nhanh,positive
Bạn nào đang đắn đo thì mua ngay đi nhé 😍😍😍,positive
Chất lượng sản phẩm tuyệt vời hang dep y hinh,positive
Nhưng nhìn giày hơi cũ,neutral
Tất đep sẽ ủng hộ tiếp,positive
"rất ưng ý, sẽ tiếp tục ủng hộ shop",positive
Mùi hôi ko chịu dc,negative
Xin cảm ơn anh Dũng,neutral
Chất lượng sản phẩm tốt,positive
Chất vải rất ưng,positive
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Mới bóc thì đẹp,neutral
"Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,có điều màu hơi ố vàng",negative
Vải tốt nhưng màu k giống hình,positive
Shop phuc vu ko tot..,negative
Áo đẹp nữa,positive
"Giao hàng nhanh chóng,",neutral
Giao hàng hơi chậm,negative
Thời gian giao hàng rất nhanh,positive
Áo rất đẹp..,positive
Cho shop 5* ạ,positive
"Áo rất đẹp, chất lượng tuyệt vời",positive
"Chất lượng sp tương ứng giá sale, chất vải mỏng, bí, chi tiết áo tương đối chứ k đẹp y hình",positive
"Vải chất đẹp , như hình.Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn",positive
Chất lượng sản phẩm tuyệt vời,positive
Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đặc biệt giao hàng rất nhanh luôn ạ,positive
Hàng cũng được,neutral
Sẽ ủng hộ shop dài dài Chất lượng sản phẩm tuyệt vời,positive
Áo rộng 😭😭,negative
Chất lượng ko đẹp như hình,negative
"Đặt ngay giờ flash sale vừa được mua hàng rẻ mà giao hàng nhanh nữa, đặt 11h mà 13h30 nhận được hàng rồi",positive
Chất lượng sản phẩm tuyệt vời,positive
Tạm được,neutral
Đẹp nhưng giáo hàng ko nhanh lắm,neutral
Nhưng mà tay áo không đồng đều cho lắm ạ,negative
Nhưng chất OK,neutral
^^,positive
Đẹp thời gian giao hàng nhanh,positive
Có một sự nhầm lẫn nhưng shop xu ly nhanh gọn,neutral
"Jao hk đúng hàng thật thất vọng, đã vậy shop còn đánh ja nguoc lại nguoi mua 1 sao làm ăn vậy ai dám mua chèn.. 🤬🤬🤬",negative
Mặc chật,neutral
Có bịch nilon lại hộp cám nên ko sao,neutral
Chất lượng sản phẩm rất kém hàng lỗi vải Mh ta hang thi shop k chấp nhận,negative
Thời gian giao hàng nhanh,positive
Mang êm chân lắm nè,positive
Hàng ok,positive
Đóng gói sản phẩm chắc chắn.hàng đúng như hình của sản phẩm,positive
K cả có tem mác Chất lượng sản phẩm tạm được,neutral
Shop giao thiếu hàng còn giao lộn tùm lum,neutral
Giao hàng không đúng,negative
Vận chuyển hơi lâu,negative
"Hộp đã bị khui... mình mua tặng bạn và ship đến nơi bạn mình làm để nhận được tin nhắn không hài lòng, đó giờ mình chưa bao giờ đánh giá shop nào tệ vậy đâu nhưng shop nên xem lại sản phẩm bên shop",negative
Đáng đồng tiền bát gạo lắm í chớ,positive
Giờ để không cho con mèo lên lắc,neutral
Giao hơi chậm nhưng mà sản phẩm cực kì chất lượng,positive
"Chờ phải đến gần 10p mới nhận đc mã, chưa kể đặt xong ko thấy đơn hàng đâu làm mình tưởng lỗi nên đặt lại thành 2 lần liền",negative
Đóng gói sản phẩm kém nhưng Shop phục vụ rất tốt,positive
Quần đẹp đường may chắc chắn chất mềm hơn mong đợi chúc shop buôn may bán đắt Thời gian giao hàng rất nhanh Shop phục vụ rất tốt,positive
Cách cư xử của nhân viên vs khách hàng quá tệ,negative
Hàng dễ vỡ mà gói móp méo cầm gói hàng là thấy ở trong có gì luôn.mì thì nát hết,neutral
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn Thời gian giao hàng chậm Shop phục vụ khá tốt,positive
Giống tóc thật ghê luôn,neutral
Sẽ ủng hộ dài dài,neutral
Áo đẹp giao hàng nhanh 😘😘😘,positive
Very good,positive
Se ủng hộ shop tiếp,positive
Mỗi tội cái vỏ nilon bên ngoài hơi bẩn 1 tý thui,negative
Chất lượng tốt,positive
"Hàng đẹp, N size c mặc rộng e ạ",positive
Áo đẹp nhưng đường chỉ tùm lum ko cắt,neutral
Giao hàng nhanh nhưng ẩu,negative
mũ k được to lắm nhưng mà e vẫn thích,positive
Cám ơn shop :))))),neutral
Vải ko đẹp như shop ns....,negative
Hihi,neutral
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Rất đáng tiền,positive
"Hàng đẹp, mặc vừa vặn, cảm ơn shop",positive
Hàng so với giá thì quá tuyệt...giao hàng nhanh...nói chung là quá ok,positive
Đóng gói sản phẩm kém hộp nát méo mó,negative
Nhưng vẫn cho shop 5 sao vì Shop phục vụ khá tốt Thời gian giao hàng nhanh,positive
Chất lượng sản phẩm tuyệt vời,positive
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Rất đáng tiênf,positive
Thời gian giao hàng rất nhanh,positive
Chất lượng sản phẩm tuyệt vời,positive
Vẫn cho shop 5*,positive
"váy lên form rất là đẹp, thướt tha lắm",positive
Sau bao nhiêu lần mua áo trên shopee lần này mình rất hài lòng,positive
E rất thích,positive
Đặt cùng 1 set 38 màu xanh nhưng quần nhỏ hơn,neutral
Gút,positive
K ra gì 🤗,negative
Áo hơi to so với m nhưng về chất liệu thì ok,positive
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn Có cả hộp nữa 😆😆😆 sẽ còn ủng hộ <3,positive
Cheo đầu dê bán thịt chó,negative
Ưng ý Rất đáng tiền Thời gian giao hàng rất nhanh,positive
Chất lượng sản phẩm tốt Thời gian giao hàng rất chậm,positive
Đặt hàng một kjeu giao hàng kjeu khác,negative
Chỉ tiếc là cây hơi nhỏ nên sử dụng treo đồ nhẹ thôi,neutral
"Đóng gói sản phẩm rất đẹp và chắc chắn, dạo này sao giao hàng chậm quá",positive
Áo chất len mềm mịn,positive
Shop phục vụ rất tốt Nhưng áo mình mặc bị rộng,positive
"Tuy nhiên, đã sau áo có vài vệt đen, k biết lúc giặt có hết k",neutral
Ống chân k giống như mẫu may chất cũng được,neutral
Áo đẹp..,positive
Hàng xấu kém chấy lượng,negative
"Phía ngoài balo mỏng, đường chỉ may bị lổi không được sắc sảo. sh phục vụ tôt,giao hang nhanh",neutral
"Thời gian giao hàng rất nhanh, có hơi nhiều len thừa",positive
Sp đẹp nhưng cái quai đeo hơi mỏng cứ sợ tự nhiên đứt :((,neutral
Chất lượng sản phẩm tuyệt vời.rất ưng ý với sp,positive
Thích mỗi màu vải..,neutral
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh mẫu mã đẹp y hình.nhưng chạy hơi yếu.nhưng rất tốt,positive
Giao hàng rất nhanh,positive
Nhưng mong shop chú ý gói hàng kỹ hàng nhé,neutral
Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh em cao 1m46 nặng 37kg mặc khá vừa nhưng chỗ đùi hơi rộng thì e có thể đi bó dc,positive
Một áo ko có dây mũ,neutral
Shop chuẩn bị hàng và vận chuyển rất nhanh,positive
"Chắc là với giá k sale hàng sẽ ok hơn. 3 sao là dành cho thái độ shop phục vụ khá, tr.lời lịch sự, nhiệt tình",positive
Đóng gói đẹp,positive
Đóng gói không chắc chắn,negative
Quần mỏng chứ ko dày,neutral
Hợp với giá tiền,neutral
áo không bị lỗi. vải thun ổn phù hợp với giá tiền. nói chung đáng mua,neutral
Vải đẹp mảt Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Rất vừa tiền,positive
"Áo đẹp lắm mn ạ, từ chất vải đến form , ko chê điểm nào được ý, thời gian giao hàng siêu nhanh...😘😘😘",positive
Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời,positive
Bể chảy,negative
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền rất thơm hàng chuẩn,positive
Màu sắc đep,positive
Áo vải đẹp,positive
Áo tay k dài lắm,neutral
"Áo in bị lem màu, sản phẩm tạm được",negative
Vừa miệng,neutral
Đợt này thì giao hàng hơi lâu xíu hi,negative
Áo đẹp quá,positive
Shop ban hang lua doi khách thi chẳng đáng sao nao,negative
